Course Code,Title,Section,Faculty Full Name,Day,Start Time,End Time,Start_Time_24hr,End_Time_24hr,Days_List,Cr.
CSE 2215,Data Structure and Algorithms I,Z,Md. Tarek Hasan,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 2215,Data Structure and Algorithms I,P,Mohammad Nurul Huda,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 2216,Data Structure and Algorithms I Laboratory,V,Raiyan Janik Monir,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,A,Siana Rizwan,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AA,Pranta Biswas,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AB,Md. Mushfiqul Haque Omi,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AC,Raiyan Janik Monir,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AD,Raiyan Janik Monir,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AE,Hafijul Hoque Chowdhury,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AF,Md. Tarek Hasan,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AG,Abu Bakar Fahad,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,AH,Abu Bakar Fahad,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,B,Rakib Kibria,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,C,Asif Ahmed Utsa,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,D,Shekh. Md. Saifur Rahman,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,E,Sahid Hossain Mustakim,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,F,Asif Abrar,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,G,Hafijul Hoque Chowdhury,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,H,Md. Irfanur Rahman Rafio,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,I,Md. Mushfiqul Haque Omi,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,J,Md. Rahad Khan,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,K,Asif Abrar,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,M,Md. Enamul Haque,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,N,Md. Irfanur Rahman Rafio,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,O,Pranta Biswas,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,P,Abu Bakar Fahad,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,Q,Md. Shadman Aadeeb,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,L,Mr. Md Siam,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,R,Md. Shadman Aadeeb,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,S,Asif Ahmed Utsa,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,T,Sajid Ahmed Chowdhury,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,U,Siana Rizwan,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,W,Rakib Kibria,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,X,Sajid Ahmed Chowdhury,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,Y,Md. Rahad Khan,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 2216,Data Structure and Algorithms I Laboratory,Z,Mr. Md Siam,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 2217,Data Structure and Algorithms II,A,Umama Rahman,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 2217,Data Structure and Algorithms II,B,Mohammad Mirazur Rahman,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 2217,Data Structure and Algorithms II,C,Tahmid Mosaddeque,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 2217,Data Structure and Algorithms II,D,Sayem Shahad,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 2217,Data Structure and Algorithms II,E,Mohammad Mirazur Rahman,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 2217,Data Structure and Algorithms II,F,Mr. Md Siam,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 2217,Data Structure and Algorithms II,G,Pranta Biswas,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 2217,Data Structure and Algorithms II,H,Umama Rahman,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 2217,Data Structure and Algorithms II,I,Rakibul Hasan Rafi,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 2217,Data Structure and Algorithms II,J,Asif Ahmed Utsa,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 2217,Data Structure and Algorithms II,K,Umama Rahman,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 2217,Data Structure and Algorithms II,L,Charles Aunkan Gomes,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 2218,Data Structure and Algorithms II Laboratory,A,Md. Muhyminul Haque,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,B,Humaira Anzum Neha,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,C,Tahmid Mosaddeque,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,D,S M Jishanul Islam,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,E,Jerin Hasan Priya,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,F,Md. Muhyminul Haque,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,G,Umama Rahman,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,H,Humaira Anzum Neha,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,I,Miftahul Sheikh,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,J,Tahmid Mosaddeque,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,K,Shahil Yasar Haque,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,L,S M Jishanul Islam,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,M,A.H.M. Osama Haque,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,N,Jerin Hasan Priya,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 2218,Data Structure and Algorithms II Laboratory,O,Jerin Hasan Priya,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 2233,Theory of Computation,A,Minhajul Bashir,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 2233,Theory of Computation,B,Nabila Sabrin Sworna,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 2233,Theory of Computation,C,Minhajul Bashir,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 2233,Theory of Computation,D,Asif Ahmed Utsa,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 2233,Theory of Computation,E,Asif Ahmed Utsa,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 2233,Theory of Computation,F,Rizvan Jawad Ruhan,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 2233,Theory of Computation,G,Nabila Sabrin Sworna,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 2233,Theory of Computation,H,Nabila Sabrin Sworna,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 3313,Computer Architecture,A,Humaira Anzum Neha,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3313,Computer Architecture,B,Shoib Ahmed Shourav,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3313,Computer Architecture,C,Shoib Ahmed Shourav,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 3313,Computer Architecture,D,Shoib Ahmed Shourav,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 3313,Computer Architecture,E,Tahsin Wahid,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 3313,Computer Architecture,F,Shoib Ahmed Shourav,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 3313,Computer Architecture,G,Humaira Anzum Neha,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 3313,Computer Architecture,H,Sidratul Tanzila Tasmi,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 3313,Computer Architecture,I,Sidratul Tanzila Tasmi,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 3313,Computer Architecture,J,Humaira Anzum Neha,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 3411,System Analysis and Design,A,Sidratul Muntaha,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 3411,System Analysis and Design,B,Tasmin Sanjida,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3411,System Analysis and Design,C,Tahsin Wahid,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3411,System Analysis and Design,D,Tasmin Sanjida,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 3411,System Analysis and Design,E,Tasmin Sanjida,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 3411,System Analysis and Design,F,Sidratul Muntaha,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 3411,System Analysis and Design,G,Nusaiba Zaman Manifa,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 3411,System Analysis and Design,H,Md. Romizul Islam,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 3411,System Analysis and Design,I,Suman Ahmmed,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 3411,System Analysis and Design,J,Nusaiba Zaman Manifa,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 3411,System Analysis and Design,K,Farhan Anan Himu,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 3411,System Analysis and Design,L,Tasmin Sanjida,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 3412,System Analysis and Design Laboratory,A,Md. Mainul Islam,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 3412,System Analysis and Design Laboratory,B,Mohammed Jawwadul Islam,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 3412,System Analysis and Design Laboratory,C,Tahsin Wahid,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 3412,System Analysis and Design Laboratory,D,Tasmin Sanjida,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
CSE 3412,System Analysis and Design Laboratory,E,Suman Ahmmed,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 3412,System Analysis and Design Laboratory,F,Sidratul Muntaha,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 3412,System Analysis and Design Laboratory,G,Md. Mainul Islam,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 3412,System Analysis and Design Laboratory,H,Mohammed Jawwadul Islam,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 3412,System Analysis and Design Laboratory,I,Sidratul Muntaha,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 3412,System Analysis and Design Laboratory,J,Mohammed Jawwadul Islam,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 3412,System Analysis and Design Laboratory,K,Md. Mainul Islam,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 3412,System Analysis and Design Laboratory,L,Farhan Anan Himu,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 3513,Computer Networks,A,Rizvan Jawad Ruhan,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 3513,Computer Networks,B,Md. Abdur Razzak,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3513,Computer Networks,C,Md. Abdur Razzak,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3513,Computer Networks,D,Md. Abdur Razzak,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 3513,Computer Networks,E,Rakib Ahsan,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 3513,Computer Networks,F,Rizvan Jawad Ruhan,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 3513,Computer Networks,G,Md. Mushfiqul Haque Omi,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 3513,Computer Networks,H,Md. Mushfiqul Haque Omi,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 3513,Computer Networks,I,Md. Abdur Razzak,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 3513,Computer Networks,J,Rakib Ahsan,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 3513,Computer Networks,K,Rizvan Jawad Ruhan,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 3514,Computer Networks Laboratory,A,Md. Abdur Razzak,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 3514,Computer Networks Laboratory,B,Md. Mushfiqul Haque Omi,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 3514,Computer Networks Laboratory,C,Md. Mushfiqul Haque Omi,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 3514,Computer Networks Laboratory,D,Md. Abdur Razzak,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 3514,Computer Networks Laboratory,E,Rakib Ahsan,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 3514,Computer Networks Laboratory,F,Rakib Ahsan,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 3514,Computer Networks Laboratory,G,Rakib Ahsan,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 3514,Computer Networks Laboratory,H,Md. Abdur Razzak,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
CSE 3521,Compiler Design,A,Faria Tabassum,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 3521,Compiler Design,B,Tahmid Mosaddeque,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3521,Compiler Design,C,Faria Tabassum,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3521,Compiler Design,D,Tahmid Mosaddeque,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 3521,Compiler Design,E,Tahmid Mosaddeque,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 3521,Compiler Design,F,Sayem Shahad,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 3521,Compiler Design,G,Sayem Shahad,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 3521,Compiler Design,H,Sayem Shahad,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 3522,Compiler Design Laboratory,A,Faria Tabassum,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 3522,Compiler Design Laboratory,B,Tahmid Mosaddeque,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
CSE 3522,Compiler Design Laboratory,C,Tahmid Mosaddeque,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 3522,Compiler Design Laboratory,D,Sayem Shahad,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 3522,Compiler Design Laboratory,E,Sayem Shahad,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 3522,Compiler Design Laboratory,F,Sayem Shahad,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 3613,Operating System,A,Abdus Sayef Reyadh,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3613,Operating System,B,Md. Abdur Razzak,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3613,Operating System,C,Abdus Sayef Reyadh,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 3613,Operating System,D,Md. Abdur Razzak,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 3613,Operating System,E,Sajid Ahmed Chowdhury,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 3613,Operating System,F,Md. Sajjad Hossain,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 3613,Operating System,G,Md. Sajjad Hossain,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 3613,Operating System,H,Sajid Ahmed Chowdhury,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 3613,Operating System,I,Md. Sajjad Hossain,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 3613,Operating System,J,Abdus Sayef Reyadh,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 3614,Operating System Laboratory,A,Md. Abdur Razzak,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 3614,Operating System Laboratory,B,Abdus Sayef Reyadh,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 3614,Operating System Laboratory,C,Md. Sajjad Hossain,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 3614,Operating System Laboratory,D,Md. Sajjad Hossain,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 3614,Operating System Laboratory,E,Sajid Ahmed Chowdhury,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 3614,Operating System Laboratory,F,Sajid Ahmed Chowdhury,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 3713,Database Management System,A,Sajid Ahmed Chowdhury,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 3713,Database Management System,B,Sanjida Ferdous,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3713,Database Management System,C,Suman Ahmmed,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3713,Database Management System,D,Sanjida Ferdous,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 3713,Database Management System,E,Suman Ahmmed,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 3713,Database Management System,F,Sajid Ahmed Chowdhury,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 3713,Database Management System,G,Sanjida Ferdous,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 3713,Database Management System,H,Suman Ahmmed,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 3713,Database Management System,I,Sanjida Ferdous,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 3713,Database Management System,J,Sajid Ahmed Chowdhury,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 3714,Database Management System Laboratory,A,Sajid Ahmed Chowdhury,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 3714,Database Management System Laboratory,B,Suman Ahmmed,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 3714,Database Management System Laboratory,C,Sanjida Ferdous,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 3714,Database Management System Laboratory,D,Sanjida Ferdous,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 3714,Database Management System Laboratory,E,Suman Ahmmed,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 3714,Database Management System Laboratory,F,Suman Ahmmed,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 3714,Database Management System Laboratory,G,Sanjida Ferdous,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 3714,Database Management System Laboratory,H,Sajid Ahmed Chowdhury,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 3714,Database Management System Laboratory,I,Sajid Ahmed Chowdhury,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 3885,Software Engineering,A,A.H.M. Osama Haque,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3885,Software Engineering,B,A.H.M. Osama Haque,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3885,Software Engineering,C,A.H.M. Osama Haque,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 3885,Software Engineering,D,Md. Zunaid-Ul-Alam,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 3885,Software Engineering,E,Md. Zunaid-Ul-Alam,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 3885,Software Engineering,F,Md. Zunaid-Ul-Alam,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 4311,Advanced Computer Architecture,A,Md. Enamul Haque,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 4311,Advanced Computer Architecture,B,Md. Enamul Haque,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 4311,Advanced Computer Architecture,C,Md. Enamul Haque,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 4311,Advanced Computer Architecture,D,Md. Enamul Haque,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 4311,Advanced Computer Architecture,E,Tonmoy Saha,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 4311,Advanced Computer Architecture,F,Tonmoy Saha,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 4311,Advanced Computer Architecture,G,Tonmoy Saha,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 4411,Artificial Intelligence,A,Jannatun Noor Mukta,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 4411,Artificial Intelligence,B,Jannatun Noor Mukta,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 4411,Artificial Intelligence,C,Jannatun Noor Mukta,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 4411,Artificial Intelligence,D,Jannatun Noor Mukta,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 4411,Artificial Intelligence,E,Jannatun Noor Mukta,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
CSE 4411,Artificial Intelligence,F,Shihab Ahmed,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 4411,Artificial Intelligence,G,Shihab Ahmed,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 4411,Artificial Intelligence,H,Shihab Ahmed,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 4411,Artificial Intelligence,I,Shihab Ahmed,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
CSE 4411,Artificial Intelligence,J,Shihab Ahmed,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
CSE 4411,Artificial Intelligence,K,Shihab Ahmed,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
CSE 4412,Artificial Intelligence Laboratory,A,Jannatun Noor Mukta,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
CSE 4412,Artificial Intelligence Laboratory,B,Jannatun Noor Mukta,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
CSE 4412,Artificial Intelligence Laboratory,C,Shihab Ahmed,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
CSE 4412,Artificial Intelligence Laboratory,D,Shihab Ahmed,U,08:30:AM,11:00:AM,830,1100,['U'],1.0
CSE 4412,Artificial Intelligence Laboratory,E,Jannatun Noor Mukta,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
CSE 4412,Artificial Intelligence Laboratory,F,Shihab Ahmed,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
CSE 4412,Artificial Intelligence Laboratory,G,Shihab Ahmed,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
CSE 4412,Artificial Intelligence Laboratory,H,Shihab Ahmed,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
CSE 4421,Digital Image Processing,A,Md. Muhyminul Haque,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 4421,Digital Image Processing,B,Md. Muhyminul Haque,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 4421,Digital Image Processing,C,Md. Muhyminul Haque,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 4421,Digital Image Processing,D,Md. Muhyminul Haque,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 4421,Digital Image Processing,E,Md. Muhyminul Haque,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 4421,Digital Image Processing,F,Md. Muhyminul Haque,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 4422,Digital Image Processing Laboratory,A,Md. Muhyminul Haque,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 4422,Digital Image Processing Laboratory,B,Md. Muhyminul Haque,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 4422,Digital Image Processing Laboratory,C,Md. Muhyminul Haque,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 4523,Mobile Application Development,A,Md. Irfanur Rahman Rafio,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 4523,Mobile Application Development,B,Md. Irfanur Rahman Rafio,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 4523,Mobile Application Development,C,Md. Irfanur Rahman Rafio,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 4523,Mobile Application Development,D,Md. Irfanur Rahman Rafio,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 4523,Mobile Application Development,E,Md. Irfanur Rahman Rafio,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 4523,Mobile Application Development,F,Md. Irfanur Rahman Rafio,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 4524,Mobile Application Development Laboratory,A,Md. Irfanur Rahman Rafio,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 4524,Mobile Application Development Laboratory,B,Md. Irfanur Rahman Rafio,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
